2022-05-03 21:11:48	533847	那些数一数二的丁真表情包（4）	已验丁真, 鉴定为：, 数一数二的表情包！！！
2022-05-05 11:08:00	53	一眼丁真，是刺刀人	不会剪辑，只是个录屏
2022-05-05 19:16:53	375037	一眼丁真	-
2022-05-05 20:36:42	147958	【梗指南】一眼丁真是什么梗？	丁真：我测你码
2022-05-05 20:49:32	1422314	丁真随机表情包网站	-
2022-05-06 21:19:46	13145	在自己的视频下面速通丁真！（40秒）	烂活，看个乐就行了，点一个赞当然也是极好的！
2022-05-06 21:31:02	790150	记录丁真开直播，评论区整活儿	douyin, 我测你们么
2022-05-07 04:37:14	2588	一眼丁真，鉴定为敌	这新模式，感觉不怎么好玩，加了些奇奇怪怪的东西
2022-05-08 09:10:04	1398	速通理塘，但是中国地图册	整个烂活。
2022-05-08 12:03:37	127359	禁止一眼顶针！丁真工作室发出律师函，顶针梗就此终结？	一个时代的落幕
2022-05-08 15:55:06	24731	丁真发律师函警告那些传播和制作“一眼丁真”系列图的人！	-
2022-05-08 16:38:07	7005	艺颜丁真，鉴定为:纯纯的霞间	@理塘丁真 到达世界最高城，理塘！
2022-05-08 18:27:45	114682	一眼丁真，来看原皮	微博, 笑死了
2022-05-08 20:09:08	710656	丁真律师函微博评论区现状	一眼丁真, 理塘丁真, 丁真宇宙
2022-05-08 20:13:58	3293	一眼丁真	-
2022-05-08 20:45:45	4452	一眼丁真，鉴定为，有机合成	-
2022-05-08 22:53:29	89272	以后黑子们再也不能发一眼丁真了捏，	-
2022-05-08 23:12:22	9350	一眼丁真的百面人生.	-
2022-05-09 12:57:30	70820	丁真表情包合集	-
2022-05-09 14:31:27	10963	捡漏群一眼丁真	鼠鼠我啊
2022-05-09 16:16:49	4865	那么天音波在滑行的途中呢。。。。	
2022-05-09 23:55:42	650605	一眼丁真律师函警告	现在不发以后没机会发
2022-05-10 12:52:27	1230	还能发丁真吗？	润
2022-05-10 14:24:04	11394	一眼定真，丁真律师函警告！	-
2022-05-10 17:31:01	87238	高质量丁真表情包合集2	-
2022-05-10 17:51:41	9857	谷歌翻译114514遍丁真联合国演讲，一眼丁真鉴定为反客为主	
2022-05-11 13:47:24	2410	一眼丁真，鉴定为:手撸出奇迹	-
2022-05-13 04:26:35	6624	一眼丁真，由你们来鉴定新超限	-
2022-05-13 11:26:35	4418	一眼丁真 鉴定为水视频	abab, 正片晚上8点, 第一个用了2min, 第二个2shot, 补充一句D3-5 j5我1shot秒了
2022-05-13 13:58:39	345220	一 眼 丁 真	-
2022-05-13 19:25:46	1044164	一夜爆红，两年被骂，丁真到底怎么了？	丁真刚过完21岁生日的隔天, 由于长久以来部分网络用户的恶意攻击, 丁真工作室发表律师声明警告, 可律师函并没有起效, 评论区的恶意p图反而愈演愈烈, 一夜爆红, 两年被骂, 丁真到底怎么了？
2022-05-13 21:35:35	2867	一眼丁真，鉴定为V0，纯纯的100抽首付	求个点赞谢谢
2022-05-14 11:34:32	7199	一眼丁真合订本第二期	侵删，转载随意，原图私
2022-05-14 14:47:22	90656	歪妹吃醋疯狂鉴定林狗女朋友送她的情趣禁锢道具谁知一眼丁真鉴定为纯假货林狗恼羞成怒使用大山雀摧毁歪妹小猫咪	抖音
2022-05-14 22:22:26	5636	丁真的祝福	丁真的祝福 珍藏已久 送给大家
2022-05-14 22:44:45	385	丁真哥哥的笑容我好爱	真的是阳光温暖的笑容呢
2022-05-15 10:39:20	5750	经过鉴别一眼丁真	-
2022-05-15 14:49:33	92207	【仁雾6】一眼丁真表情包是对官方造神的无声反抗	
2022-05-15 21:13:08	8649	一眼丁真，鉴定为穷笔	-
2022-05-15 22:44:58	56	一眼丁真 鉴定为贵物	-
2022-05-16 01:16:39	71780	今天不要鉴定，来感受一下丁真的魅力！	-
2022-05-16 19:58:56	291907	丁真宇宙鉴定为纯纯的替身	抖音
2022-05-17 14:52:50	665026	一眼丁真系列（1）	-
2022-05-17 14:53:50	250651	一眼丁真系列（2）	-
2022-05-17 18:59:28	15371	一眼丁真说唱	-
2022-05-17 20:45:20	122	我单方面宣布这是继一眼丁真之后最好的谐音梗（附我妻善逸头像素材）	-
2022-05-17 21:57:19	75	理塘速通，从刘畊宏到一眼丁真	-
2022-05-17 23:30:45	3012459	罗马丁真，鉴定为：非物	审核大大辛苦了！
2022-05-17 23:58:38	18470	【对王之王】鬼畜一眼丁真	他的普通话，，，做的时候累死了啊啊啊
2022-05-18 21:09:58	1490	真正的丁真	简介真好看
2022-05-18 23:25:21	22804	一眼丁真鉴定为：纯纯的鸡音盒	http://124.223.82.198:666/#/, 鸡音盒地址
2022-05-20 16:12:01	862	一眼丁真，鉴定谁是大哥	打个卡
2022-05-21 17:01:26	471	【csgo】一眼丁真，鉴定为纯纯的神经枪	
2022-05-21 19:17:44	501879	一眼丁真系列（3）	
2022-05-22 01:55:57	63774	我将以丁真形态出击	-
2022-05-22 12:29:36	17410	一眼丁真系列的jojo表情包	-
2022-05-22 12:30:04	108	一眼丁真，鉴定:肝帝	肝炸裂
2022-05-22 15:20:38	4444	网络天才如何猜到丁真	没整出来勾罕见
2022-05-22 22:41:53	1495	【明日方舟】鉴定网络热门借干员神技 一眼丁真，鉴定为...	-
2022-05-23 17:32:03	6423	一眼丁真 老年人的残局	
2022-05-23 17:33:57	9862	一眼丁真 老年人的五杀	
2022-05-23 20:25:14	11798861	【理塘丁真】亲自到达世界最高城并发表重要讲话	小孩子不懂事，剪着玩的
2022-05-24 10:03:50	12590	一眼丁真 五个脑阔	
2022-05-24 17:00:02	5768	丁真，你很会打吗？	-
2022-05-24 19:13:57	2050	一眼丁真，鉴定没杀	-
2022-05-24 19:26:36	42087	【万物可动】一眼丁真：寄	-
2022-05-24 20:54:13	576802	一眼丁真	-
2022-05-25 01:38:16	35	一眼丁真鉴定为纯纯的坐牢	-
2022-05-25 09:34:03	229	一眼丁真鉴定为纯纯的痧鼻	-
2022-05-25 17:59:42	9351	一眼丁真，鉴定为河师大	-
2022-05-25 18:29:43	141	一眼丁真，鉴定为新加坡	-
2022-05-26 00:13:46	530215	音乐课上唱zood之学生去到蚌埠开飞机坠到理塘最高雪山之一眼丁真完美整活现场没有任何错误手法线索留在现场完美逃离掩饰zood美丽的理塘雪山丁真我爱你	-
2022-05-26 00:26:34	23626	【丽眼丁真，鉴定为老藏民】	-
2022-05-26 12:40:07	65491	一眼丁真版三国杀	纯娱乐，无恶意
2022-05-26 18:32:43	854683	我侧你们( )?	-
2022-05-27 15:15:13	1918	一眼丁真	-
2022-05-27 15:22:21	314920	那些数一数二的丁真表情包（5）	已验丁真, 鉴定为：, 数一数二的表情包！！！
2022-05-27 18:40:23	18703	一眼丁真	哎呀，这不丁真吗，还是看看远处的天天向上吧
2022-05-27 20:40:29	10530	【我是云南版】一眼丁真	乱做的
2022-05-28 08:00:19	3751	【火影手游】一眼丁真 鉴定为谢特	买了挺长时间了没玩几把，今天练练~
2022-05-28 19:43:43	375804	网友和丁真的友好交流	qq
2022-05-29 10:30:06	10570	一眼丁真，鉴定为纯纯的鱼塘局	视角：@阑添麻烦
2022-05-30 12:25:17	1294	一眼丁真：纯纯fw	fw的ID：Skyinfemoon2012, 透视和开镜锁, 开挂在官服杀萌新，它游戏等级50级, 我是中途加入战局的，当时它已经杀了快50个人, 而且这个fw的战队也很好玩，名字叫：清朝老兵, 自爆了属于是，各位ttf2玩家看见直接追着恶心它就完事了, 允许转载，但请私信留言你所转载的平台与你在该平台的ID
2022-05-30 14:41:45	7967	兄弟们一眼丁真[锦鲤][锦鲤][锦鲤][锦鲤]	兄弟们一眼丁真[锦鲤][锦鲤][锦鲤][锦鲤]
2022-06-03 11:49:28	188	一眼丁真，牛马活动	-
2022-06-03 12:22:37	132450	《丽丽专访——一眼丁真篇》	-
2022-06-04 09:56:47	8911	一眼丁真，鉴定为丁真的传人，1！5！	-
2022-06-04 14:24:26	5874608	我是丁真，微信转账300块帮我回到理塘	
2022-06-05 04:24:19	1712829	电棍在直播间放猫中毒观众反应然后搜zood触犯理塘纯真一眼丁真最赛高	https://m.douyu.com/12306, 斗鱼ID:电棍, 房间号:12306,             其中直播间的手机录屏
2022-06-05 08:21:45	828	标题不会取了（明日方舟抽卡前的……一眼丁真？）	-
2022-06-05 08:26:02	30403	到达世界最高城——理塘	-
2022-06-05 16:51:46	5550	一眼丁真鉴定为：六耳猕猴	丁真二号机录播 绷不住了
2022-06-05 17:17:50	56886	一眼丁真，鉴定为假！	抖音理塘益西
2022-06-05 19:32:09	138666	做题时惊现一眼丁真	-
2022-06-07 00:32:38	156	一分钟速通丁真	-
2022-06-07 00:53:58	36326	一眼丁真，但是地理	-
2022-06-07 17:04:46	13380	【补档【】针の十秒	-
2022-06-07 20:52:28	3226	一眼丁真，鉴定为白南穿三	-
2022-06-07 21:40:21	18	一眼丁真，鉴定为纯纯的恶魔	-
2022-06-07 23:01:48	5774	一眼丁真，鉴定为典	-
2022-06-08 00:13:57	1856118	我们⚡丁真哥哥🌟成了高考助力官了，我真的，我哭死	虽然顶真成了高考助力官，但是高考生你们要好好考，高考加油
2022-06-08 13:19:34	1018	一眼丁真	-
2022-06-09 00:09:13	8507	《关于我冒充丁真交友碰到真藏民这件sher》	-
2022-06-11 10:45:10	5214	一眼丁真	-
2022-06-11 14:44:14	21255	一眼丁真，鉴定为伊眼顶真	伊万_iiivan https://space.bilibili.com/510047/dynamic, 直播间 https://live.bilibili.com/22333522?broadcast_type=0&is_room_feed=1&spm_id_from=333.999.0.0
2022-06-11 16:26:07	130	一眼丁真	-
2022-06-11 17:55:11	10	一眼丁真 鉴定为	-
2022-06-12 22:12:59	6592	一眼丁真，鉴定为今晚别睡太死	-
2022-06-13 11:29:06	490	一眼丁真	-
2022-06-13 14:21:15	113340	一眼丁真系列	-
2022-06-14 17:42:56	18897	一眼丁真鉴定为:心 如 止 水	-
2022-06-14 18:59:19	4197	一眼丁真	-
2022-06-15 18:58:55	4420	一眼丁真	-
2022-06-17 09:00:50	732187	一眼丁真，鉴定为，好食	-
2022-06-17 23:50:43	69	一眼丁真 鉴定为 起飞	
2022-06-18 12:22:46	159	一眼丁真，鉴定为......	我只是个刚玩游戏不久的白银，20级双锤骷髅海我是真看不出是不是舍亲哥，求解答
2022-06-18 15:25:34	3037	一眼丁真，鉴定为化妆品	-
2022-06-19 17:03:09	1554	一眼丁真，鉴定为仙	
2022-06-19 19:23:19	126	一眼丁真，鉴定结果:逃生3	-
2022-06-20 07:49:27	2250	一眼丁真，鉴定为止水	-
2022-06-22 22:41:07	9334	要烟丁真	@王源 带包华子
2022-06-23 18:41:25	4446	一眼丁真 鉴定为 病友局 （CSGO)	-
2022-06-23 22:18:39	490469	音乐丁真ZOOD展示随拍理塘金曲我测你们	-
2022-06-24 17:26:58	52	一眼丁真	-
2022-06-25 01:39:09	3966	李 古 丁 真	@海底憨憨派大星  快看 远处的丁真
2022-06-25 10:00:00	3727	一眼丁真	拜托啦不要限流了
2022-06-25 22:15:38	13812	哎呦这不定真吗，一眼丁真	-
2022-06-26 12:32:39	308327	女朋友看火影手游，竟然一眼认出丁真	-
2022-06-26 19:40:40	5	一眼丁真	-
2022-06-27 09:00:12	5385	网上搜索带有丁真的网站会出现什么	封面是动物朋友
2022-06-29 11:45:33	11002	一眼丁真 鉴定为（  ）	审核
2022-06-29 12:07:20	356	一眼丁真	-
2022-06-30 13:13:26	14458	一眼丁真，鉴定为：纯纯呆子	-
2022-06-30 13:48:12	348	一眼丁真，鉴定为     孤    勇   者	-
2022-07-02 20:11:07	152	ID：SweetCyanKite 一眼丁真，鉴定为挂逼	-
2022-07-02 22:25:59	10974	一眼丁真鉴定为:菰湧者	简介不能为空
2022-07-03 20:12:13	1039	一眼丁真	
2022-07-03 22:07:20	168222	国产亚克演示视频？是真？还是假？一眼丁真，鉴定为假！海蜇来给你分析！！！[海蜇的抢货情报]	这几天遇到太多国产亚克的视频了，实话实说。除非店家再次声明！不然就一定是假的，实锤, 明天就要期末考了，首先祝我能考个好成绩！然后希望给我点个赞[doge]
2022-07-04 08:33:48	5667	【丁真】一眼万年，在心里定格！	-
2022-07-04 12:50:06	8932	一眼丁真，鉴定为烂活	-
2022-07-04 13:00:42	1647	一眼丁真：是勾罕见	-
2022-07-04 14:55:28	5170	一眼丁真	-
2022-07-04 19:13:55	25746	一眼丁真，鉴定为平A起手	-
2022-07-05 02:22:31	4372	一眼丁真，鉴定为	-
2022-07-05 12:35:48	3671	一 眼 丁 真 老 师	-
2022-07-05 19:27:31	4578	一眼丁真	-
2022-07-06 18:06:26	28702	【杂谈忍者】一眼丁真 骨架平a之下第一人 强度超过高招 起手快范围大	-
2022-07-06 22:31:07	25831	一眼丁真，白给但乱溜	。。。
2022-07-07 22:57:19	48626	【meme】一眼丁真，但是hip	-
2022-07-07 23:39:12	5524	【新春止水/丁真】一眼顶真“这个是真的丁真吧？”	-
2022-07-08 02:44:41	3013	一眼丁真鉴定为纯纯开挂	这种事情官方就完全当没看见拉，举报也没用，封号列表里也看不到
2022-07-08 15:10:16	160542	【一眼丁真】周杰伦中国风新歌《红颜如霜》伴奏试听 这伴奏梦回2008《兰亭序》【鉴定为纯纯的标题党】	这个伴奏是在上年的奥利奥限定礼盒里面的彩蛋，当时冲着这个买的，不过那个时候的热度不高，很多人不知道有这件事，发了也没人听，现在就不一样了，大家的注意力都在这首中国风新歌上，但是那个视频又不能再在B站上流传，所以我决定再发一遍，让大伙知道这首歌，一睹为快
2022-07-08 17:10:43	8625	一瞬万变，一眼丁真！                                                     最强的198  极致发挥的瞬身止水	-
2022-07-08 21:24:12	5790	多年未见，一眼丁真	-
2022-07-09 13:47:37	4432	一眼丁真，鉴定为卖烧饼的大郎	-
2022-07-09 19:38:35	19694	丁真和柱间更配哦！	关注一波up，带你体验快乐生活！
2022-07-09 22:04:07	3295	一眼丁真 《Zood》 翻唱	-
2022-07-10 00:03:06	7936	一 眼 丁 真 ， 鉴 定 为……	-
2022-07-10 19:56:30	79813	一眼丁真	
2022-07-12 01:15:02	1140	一眼丁真，鉴定为寄	哦，我亲爱的女士们先生们，感谢您愿意花费人生中宝贵的两分钟来观看这个敷衍至极的视频（）
2022-07-13 19:59:03	510	一眼丁真鉴定为:拍  车	-
2022-07-14 10:27:08	828	一眼丁真	-
2022-07-14 12:00:15	150	一眼丁真	-
2022-07-14 17:15:50	11905	一眼丁真，鉴定为石头人	-
2022-07-15 21:11:44	73770	一眼丁真之开水太烫是吧	-
2022-07-16 22:59:34	3208	维新派	-
2022-07-17 20:54:17	10724	《丁 ⚡️真 ⚡️劝 ⚡️学》小黑子们别进	-
2022-07-19 17:00:23	10551	一眼丁真，鉴定为挂	
2022-07-20 15:43:54	1210250	一眼丁真，鉴定为丁真本人	-
2022-07-20 23:42:24	2574	一眼丁真，鉴定为骑。	噫，唔！
2022-07-20 23:53:15	11814	一眼丁真鉴定为：菜 #highlight	noob
2022-07-21 13:13:19	10	一眼丁真	-
2022-07-22 01:49:03	2523	一眼丁真，鉴定为：玩具总动员	-
2022-07-24 17:42:33	12723626	【纯真】丁真爆藏话	网络
2022-07-24 18:59:26	7920	让网络天才猜丁真	-
2022-07-24 20:53:27	270586	一眼丁真	-
2022-07-26 01:29:19	390954	【丁真直播】一眼丁真，我测你们码	-
2022-07-26 14:36:43	2286172	你是哪个省的？丁真：妈妈生的	-
2022-07-26 16:37:17	107039	一眼丁真 鉴定为纯纯的1！5！《zood》	-
2022-07-26 21:13:30	6112	一眼丁真 鉴定为假	dy
2022-07-26 22:07:54	1456	一眼丁真	一眼丁真，别在这立法典
2022-07-27 10:15:31	1712	一眼丁真，无敌身	-
2022-07-27 10:32:41	118	【一眼丁真】1!!!5!!!	-
2022-07-27 21:37:45	2159	一眼丁真，鉴定为()	皮皮搞笑
2022-07-28 16:36:52	679836	烟，抽吧	-
2022-07-28 20:41:20	400561	《一眼丁真》	-
2022-07-29 09:17:29	6455	一眼丁真，鉴定为威海	进行了一个旅的游
